bh-coords,bh-region,bh-system,ex-coords,ex-region,ex-system
08F3:0080:0C33:0079,Gipaniy Shallows,Whalic IX,089F:007B:0C32:006B,Louguurt Mass,Ofitsii
08F3:0081:0128:0079,Limanuak Fringe,Narutos,0761:007E:0ED0:0053,Pipereg Expanse,Utions Il
08F3:0081:0129:0079,Hantxe,Ketoint IV,0582:0080:019D:0017,Skulcali Sector,Netungl-Gow XV
08F3:0081:012A:0079,Vurayman Quadrant,Hachit,0D0E:0081:0C98:0053,Nufrogr Terminus,Amchat-Orm
08F3:0082:0128:0079,Edweitelc,Elnoichi,0BAB:0082:0237:0024,Aivanome Band,Uyskiy-Gobu
08F3:0082:0129:0079,Vequib Band,Agoenar,074A:0083:0ECC:005F,Axacola Quadrant,Maetskit III
08F3:0082:012A:0079,Pupswoi Quadrant,Tuvikaine X,059A:007C:0196:0023,Pupswoi Quadrant,Tuvikaine X
08F3:0083:0128:0079,Eusamuncil,Neteryt XV,06F0:007E:0EC1:006C,Aimoori Cloud,Rimasud-Buoar V
08F3:0083:0129:0079,Fralle Expanse,Lozhneka,05EE:007F:0178:0030,Objoro,Kayotsu-Nowad
08F3:0083:012A:0079,Gallap Shallows,Fetusia,0CBF:0081:0CE8:006B,The Arm of Gohsiat,Aaukto-Kerf XVII
08F4:007E:0284:0079,Egiseur,Rasfielde,0CE0:007D:0576:0077,Urnici Nebula,Duenno
08F4:007E:041C:0079,Walowenbic,Boevuiu,046F:007B:064E:0049,Zosiao,Uchineuca
08F4:0080:036E:0079,Ebkaupar Boundary,Revkaz,058F:007E:0BE9:002F,Uepehud Cluster,Kokhov
08F4:0080:038A:0079,Yinsatc,Azdnovi-Aom,0397:0082:08EE:0029,Rodovii Cluster,Obeoka
08F4:0081:0128:0079,Sejleo Void,Lunings,0676:007F:0EAD:0006,Onlili Void,Aruunu
08F4:0081:0129:0079,Weyden Adjunct,Gayitaisa,0665:0080:0158:0042,Zapand,Emniko-Kakog
08F4:0081:012A:0079,Bublens Nebula,Eglosu X,0C66:0082:0D3E:0005,Udihews Void,Jentuda
08F4:0082:0128:0079,Usbaross,Ashimonod,0C6A:0082:02C4:004E,Miwobovak,Eyring
08F4:0082:0129:0079,Cruijsen Boundary,Utskal-Cleso,065F:007C:0EA6:0012,Ligetac Conflux,Ielige
08F4:0082:012A:0079,Veenluo,Seboulis,067D:007D:0154:004E,Kunguy Spur,Haishc-Gaze
08F4:0082:0745:0079,Osonens Mass,Enpokro,0721:0080:0743:0067,Occacaja Spur,Ixarlu-Rilaka
08F4:0082:089B:0079,Edkuboki Nebula,Gugsletut III,0877:007B:08F5:0069,Sphoba Adjunct,Truria
08F4:0083:0128:0079,Sozneka,Nimitro-Jeyu,0608:007F:0E8F:001E,Sea of Oucallram,Saraki XVI
08F4:0083:0129:0079,Iciusa Instability,Iotsuru-Uch,06D5:0080:0142:005A,Tacomat,Gegsleg XVIII
08F4:0083:012A:0079,Hortsu Void,Etluga,0C0C:0081:0D83:001E,Wheemi Quadrant,Anudag-Babu
08F5:007C:06F3:0079,Ehalay,Aniwamia II,092B:007C:074F:005D,Cosabela Cluster,Rabrord
08F5:007C:0D6A:0079,Xolopta Nebula,Jazaifu-Redl XIV,07FD:0082:0D70:005A,Yugiev Fringe,Zemmob-Egne VIII
08F5:007E:0142:0079,Bevasuz,Ofsosn,0EBF:007E:0824:0015,Vemadubor Quadrant,Nofranab
08F5:007F:0A67:0079,Apmanul Quadrant,Tucoledona XIV,0895:007C:058A:0063,Giovala,Judalu-Akt XV
08F6:007C:03E8:0079,Rudovia Expanse,Kohnagl-Nomiy,0C1A:0080:0891:002A,Lerced Spur,Iyamada-Luyar
08F6:007E:0C3C:0079,Zohanarr Sector,Iranql IX,0681:0080:03FA:0048,Yomradj Cloud,Nicipen
08F6:007F:0FFE:0079,Difand Adjunct,Afsfellq,0C24:0083:0126:000B,Iyoshoru Anomaly,Altayduhs
08F6:0080:03EB:0079,Weyleesp Terminus,Ismanovk,0833:0080:03DE:002D,Sulexb,Rasdali Vil
08F6:0081:086B:0079,Jisung Sector,Inache,08B0:0081:08B3:006B,Yulorbarow Sector,Hoiric III
08F7:007B:0A0C:0079,Mimuir Nebula,Nicolaf-Zai,0780:0080:05D9:0069,Deflorra Cluster,Nalder-Bee
08F7:0083:0647:0079,Cijollf Cluster,Ukhbaata,08BC:007D:063C:005F,Biseusc Mass,AGT Cel-Nutfolk Alpha
08F8:007B:037B:0079,Quvela Band,Katamo-Esv,0406:0080:0A3A:005D,Bumcdan,Lianka
08F8:007C:0811:0079,Liiakhtym Expanse,Lewendale,080E:007F:0716:006D,Milesc Instability,Fofreykja
08F8:0082:07AA:0079,Crannes Expanse,Konkann XIX,0747:007D:075B:0069,Ehrishni Fringe,Comaron XV
08F9:007D:0947:0079,Iralthe Quadrant,Tesuenning,08C7:007D:06A9:006D,Uyourind Sector,Akounupul
08F9:007E:06D7:0079,Yourombi Fringe,Ewquan,0946:0081:08AF:006A,Omtupenn,Deqinhua XI
08F9:007F:0C0F:0079,Xedims Mass,Oanshahel,0A1E:007E:0477:0039,Unhalli Band,Choirit-Inal
08F9:0082:092F:0079,Kastani,Iurasudos XIII,08C1:0080:0942:0073,Ebbela Nebula,Ucianket
08FA:007C:050A:0079,Vajrapulu,Losdemit,078E:007F:04FB:0077,Kasvandl,Aobangli
08FA:007D:0BE0:0079,Ebdjer Conflux,Siginoi,0B94:007D:09A6:0034,Gaoshon Expanse,Hiyako-Zaley
08FA:0080:0410:0079,Veykingte Fringe,Kitima,0B98:0081:09BB:0045,Shpoonto Cloud,Juyotidau III
08FA:0081:0A86:0079,Yatanou Expanse,Radusin XVIII,0564:007E:087E:0047,Idderr Adjunct,Dutogqe-Vira VI
08FA:0082:0C7E:0079,Howska Quadrant,Dorobyn-Yait,0405:0082:05CF:0070,Exalkme Cloud,Geordnet
08FB:007E:088B:0079,Niyenk Spur,Gifusopo XIX,08F1:007F:087A:0069,Dikubot Cluster,Mabokut-Weihu
08FB:0080:0CAB:0079,Poqomchu Fringe,Ujerces,03CD:007C:0A26:003C,Digould Spur,Wanaivumb
08FB:0081:050B:0079,Langiab Void,Hukanda,0577:0081:064A:0045,Cuydosip Sector,Gaindui-Urco X
08FB:0081:06AF:0079,Peyemay,Aatann XIII,066B:007C:07FF:0062,The Arm of Rokhaker,Taineil-Riryhi
08FB:0083:0B89:0079,Ropover Conflux,Ugehtli-Kaha,07E5:007C:0B9B:0063,Yikovac Mass,Zudesno
08FC:007C:0FFE:0079,Ilkerwi,Hooeyingh,0426:0080:00FC:0040,Esznekup Spur,Nuturye-Noi
08FC:007F:0E9C:0079,Eswari,Kosanarv,021F:007F:04F0:0066,Ninharva,Ajorrum
08FD:007C:04F9:0079,The Arm of Yinmankli,Miuraka,08E9:007F:0503:0055,Idenni,Masuki XIX
08FD:007E:02F8:0079,Mirikbru Nebula,Jehhoel,03AC:007F:055B:0037,Snodgrick Nebula,Kiojali-Tic
08FD:007F:0DD1:0079,Genialivi Expanse,Bisplane,0D76:0082:05E7:0009,Sivotnah Nebula,Mukosit-Iya
08FD:0080:08E4:0079,Cathli Shallows,Arcopnic,0942:0083:082A:0061,Exkeen Boundary,Ervatsar
08FD:0082:08B0:0079,Coxete Fringe,Ketajim,091D:007C:07BF:0068,Aevelly Boundary,Razzavi-Niwa
08FD:0083:0A8D:0079,Yokustya Instability,Dohames XII,0558:0082:0856:0077,The Arm of Ceyanos,Buyamats
08FE:007C:0AA3:0079,Seforen Fringe,Gaeseo,053F:0081:07BD:0047,Aoguli Quadrant,Yashins-Thucha XI
08FE:007D:0CAD:0079,Mamistron Mass,Lazomeret,0822:007F:0348:0078,Bahumatr Band,Okayam-Cucr
08FE:0082:0809:0079,Lupighto Anomaly,Zapontu-Gash I,071D:007B:07B4:006D,Rojain Sector,Echimo-Ren
08FE:0083:0351:0079,Cokwald Adjunct,Elgoenac,06FD:0082:0360:0022,Jibilasp Spur,Kucherez XII
08FF:007B:086E:0079,Jaarod Cluster,Efeiluomu,08F8:0082:07AB:0065,Puppig Anomaly,Calanguche
08FF:0083:0AA1:0079,Irvaisl Anomaly,CVS-149 Queen Lynx,0725:0080:0560:004F,Vaxyikb Quadrant,CVS-150 Firecrest
0900:007C:057B:0079,Izimmelv Boundary,Vuetamane VII,0635:007C:09F3:004C,The Arm of Oahadbha,Peveksjo III
0900:007C:0844:0079,Buhrimu Sector,Zamaga,0846:007F:0710:006A,Olzuno Sector,Hiokin-Goji
0900:007E:0697:0079,Glerind Fringe,Heshigu,0924:0081:0935:0063,Mutiedmo Sector,Fentale
0900:0082:0E25:0079,Yehiggars Cloud,Murakas,0302:007F:0B9F:005E,Soolfer Quadrant,Wudingxo II
0902:0071:0BFD:0079,Gosichlut Instability,Monifa-Zumo XVII,0BE0:007F:0933:003E,Arneri Void,Azinov-Dur
0902:007C:09E2:0079,Ozoism Band,Ceneath-Mapene VI,0820:0082:05ED:0075,Kekuarak,Geborn
0902:0080:0858:0079,Shnisso Sector,Zixiaojia,070E:007D:0859:006A,Cigant,Touchi XV
0902:0083:0575:0079,Fafneyane Conflux,Migaha-Dit I,09B7:007F:0A0A:0056,Bukepan,Wirtomy
0903:0081:0753:0079,Ijff Fringe,Ejesse,0831:0081:0921:0078,Xihewli Sector,Detsia-Nis
0903:0083:0BCF:0079,Glostya Cloud,Gaxoisan,04E0:0080:05AE:0040,Zahunc Shallows,Gasurp XIV
0904:0081:04CF:0079,Itought,Bumgye,0A59:0082:0A4B:003E,Umesopi Sector,Ruilongg
0905:007F:083A:0079,Lurokkel Fringe,Yaptimi,078A:007B:0720:0076,Anetes Cluster,Eyrurhe
0906:007B:08BC:0079,Najmari Terminus,Esjour,080A:007C:0932:0065,Xosagit Conflux,Kuhash-Mig
0906:0080:01D0:0079,Pazzano Instability,Irbati,0AE7:0080:0D7C:003C,Usgraiowa Shadows,Sheyrho
0907:007C:0B51:0079,Getter Cluster,Yukumoir XVI,07A4:007B:0499:0054,Viroval Expanse,Yoseki-Saden
0907:007E:0952:0079,Abydon Instability,Yadinga,08F9:007D:0948:006D,Nolodgkin Void,Yilistini
0907:0080:0FFD:0079,Aoxians Fringe,Packel-Kes,0B0D:007E:0F65:0018,Dabloeliv,Neeigw
0907:0083:0C78:0079,Sawulacek,Limsne VII,057F:0080:0437:003B,Efjong,Layenskop XIII
0908:007F:04FF:0079,Rissong Void,Wagoenuir XI,08FA:007C:050B:004D,Flagasts Boundary,Uninog-Gexois
0908:0080:073A:0079,Zeyest,Furailu-Likin XII,08DB:007D:08DF:0063,Likadiromi Instability,Joitets XVI
0909:0080:0CB1:0079,Xiristang,Zoidelhi,0527:007B:0431:0033,Oueterm Nebula,Anrona
0909:0081:067F:0079,Lahatt Band,Abugour-Raf,0641:007C:07BE:0067,Rushji,Vimestnoy
0909:0081:0950:0079,Nifex,Urvardabo,0690:007C:08BD:0061,Cakual Conflux,Thporthac
090A:007D:0D96:0079,Konorakobu,Oikeus-Uza,0A27:007E:02CB:0018,Ervini,Kewardon VI
090A:0080:07A0:0079,Berundow Cluster,Vudorov-Hiro,0709:007E:0866:0070,Ottkyak,Metyevk
090A:0081:04DF:0079,Cukraur,Chichi XIII,0A41:0082:0A4F:0049,Pahoma Terminus,Yellisa
090A:0081:079F:0079,Uhetekk Anomaly,Lapinov-Pikiu,07A0:007D:0705:0069,The Arm of Notecha,Kolavill
090A:0082:079D:0079,Rasekli Instability,Epreen,089B:0081:08D9:0070,Wadranob Void,Atcahway
090A:0083:06FA:0079,Iffiel Terminus,Zilynesk,093E:0081:08A0:0062,Iqualanar,Ietoko-Vumat
090B:007D:050F:0079,Dionii Conflux,Iksano,0A00:0080:0A4E:0063,Iskimi,Oduiuts-Aru
090B:007E:0D79:0079,Storen Anomaly,Hanyevka,0636:0081:02C6:0027,Oldervi Adjunct,Toshio-Tam
090C:007C:06C7:0079,Noicol Cluster,Rodoinq-Fisdal,0976:007E:0781:005D,Uutagad Fringe,Ibianh
090C:007D:0C80:0079,Sea of Sozczane,Riskem-Yako System ,038D:007E:090B:003D,Yeluckj Nebula,Eiyose-Vindar System 
090C:0080:04E6:0079,Aidawea,Luetts-Eleuz,0A59:007F:05CF:0042,Hatirosu,Yuboroc
090C:0080:074C:0079,Edvars Expanse,Ajsa-Iih,07D4:007C:06CF:0066,Wionalyti Spur,Umseog VI
090D:007D:0A50:0079,Jongbono,\gnana-Obsh IV,07D3:007B:0A79:0069,Nomyoind Band,Ugertu III
090D:007D:0E54:0079,Kibruxel Quadrant,Romokot,09BC:007D:0E1F:0014,Oglarukstr Spur,Estrak
090D:007E:0F1F:0079,Wouden,Iaquna,00DA:0080:0811:003E,Pusolve Shallows,Guchib-Neqe
090D:0080:0CAE:0079,Woyantei Cloud,Zuyakut-Auro XV,0B3E:007B:0B75:002A,Sea of Ihoedstu,Wonhalp-Ems
090D:0082:0AC4:0079,Dunlona Mass,Hojose,0ABC:0081:08F4:005F,Mosihcho Expanse,Litrian-Kuc
090E:007B:017D:0079,Raxvest Boundary,Dorovgorb XIX,0A86:0082:01F7:001B,Papish Mass,Sufornusc VIII
090E:007D:044D:0079,Hupuccel Expanse,Tifika-Piyd,07FD:007D:0436:003A,The Arm of Lihewso,Ragxia-Olare
090E:007E:0F1E:0079,Zacaial Cluster,Dekonq,049F:0082:01B4:003C,Ahenad Spur,Amstoniat
090F:0081:01A0:0079,Nechunj,Amenka,023A:0083:0539:002D,The Arm of Asphima,Litlasv-Isar XVI
090F:0081:05BD:0079,Sea of Rekutas,Strian-Ulau XVIII,0931:007C:05E2:0075,Dutianv Band,Evurde
090F:0081:0C6A:0079,Orcunia Cluster,Aiwaka,09E5:0083:0C0E:005E,Epawish Void,Kodait
090F:0082:0446:0079,Tekingel,Wadenumag XIII,09C8:007C:04A1:005A,Layatiy Terminus,Dakyun-Kuv
090F:0089:0747:0079,Cakarbe Conflux,Agninalna XV,0729:007E:08E3:0065,Uvalbecko Sector,Arzama
0910:007D:05F6:0079,Awlini Boundary,Agangya X,09E1:007B:0933:0060,Atriet Conflux,Didulphi
0910:0081:0AE7:0079,Nashiro Shallows,Logory,08AF:0080:050A:0053,Ranudhs Spur,Bolgogra
0911:007D:0F95:0079,Amayac Anomaly,Esskyv,0F0C:0081:0AD9:002D,Ucciawase Shallows,Isomac-Dase
0911:0083:0779:0079,Tiysoni Cloud,Adgang,08FB:007E:088C:0066,Cihasen Terminus,Nippes
0912:0081:0268:0079,Gukhoffle,Avuodan,027B:0082:06D0:0009,Indinja Quadrant,Taanak-Toto
0913:007C:0925:0079,Obgende Adjunct,Ruunkh-Ootl,08DF:007D:093B:0060,Rawinin,Tazuphl
0913:007E:010B:0079,Falyoness Fringe,Bazani,0944:0082:0EDD:001E,Oidari Instability,Inyogze
0913:008B:081D:0079,Egglen Band,Kagoen XI,06FB:007E:0817:006A,Nupaava Fringe,Ormandy
0914:0079:0110:0079,Pidethli,Lizhanh II,015B:007F:0A13:0038,Hutekian Boundary,Ozawata XIX
0914:007C:0FCC:0079,The Arm of Adnerat,Zochego,0101:007B:0B80:002A,Opaxisr,Ryolkovro
0914:007D:0110:0079,Uhyusemi Cluster,Nonyvale I,0126:007E:0931:0069,The Arm of Enpert,Gekargad
0914:0081:0B91:0079,Gatomar,Baxoisa-Seu,0AF1:0082:05CD:0035,Leucos Terminus,Thampusca
0914:0082:03CC:0079,Arkinsu Mass,Iryugaig,03D1:0080:071B:0058,Kithaumok Cluster,Aomethi-Cetr
0915:0080:06C3:0079,Mibalai Void,Namaard,0712:0081:0947:005E,Sea of Idgeaw,Nomuyshlis
0915:0080:0D3F:0079,Maswell Quadrant,AGT Enrongyi FIN168,0488:0081:03FB:0032,Raszenber Sector,AGT Sumazu-Yub F169
0915:0083:04F8:0079,Winent Cloud,Yattavuod,0793:007C:0B20:003D,The Arm of Jikaru,Pugachi XIV
0916:007D:0788:0079,Zexunf,Oisaiqio,0784:007D:06FC:0071,Idowynl,Anoyam-Tao
0918:007D:0C3F:0079,Abunji Cloud,Pafabe-Izlya,07A0:007E:0C50:003B,Arsdor,Ruanzadg XI
0918:007E:0EAB:0079,Togninou Band,Rohverdig,0EB2:007D:07A9:000E,Luzhba Band,Amskyvin
0918:0081:07F7:0079,Ryaphore Nebula,Devardv-Skopi,0773:0083:071E:0064,Rongali Quadrant,Owdenai-Negk XV
0918:0082:0DC8:0079,Xejtolas Shallows,Secandal,0C35:007D:03F9:006F,Buchyeni Void,Reigantl XIX
0918:0082:0FBD:0079,Eloeile Band,Woshah IX,0F47:007C:0AAE:003F,Avatha Band,Odeterg-Yusots
0919:006A:0616:0079,Girada Adjunct,Govori XIV,05FD:0082:0740:0073,Voorie,Payrumri
0919:0080:0819:0079,Clowvell Cloud,Gatyarv,08E0:0082:088E:006E,Jaadey Void,Orrusun
091A:0080:0C84:0079,Bickman Cloud,Taydes,07D6:007D:0C97:002D,Uzhner Instability,Purgad
091A:0081:0682:0079,Asaryny,Digang-Sefi,08A7:007B:09AA:0056,Lagstack Void,Lizhnymit
091A:0083:02AD:0079,Paipaes Sector,Jishud,0B92:007F:0C03:003A,Chenis Adjunct,Iguann-Tota VIII
091B:007D:023F:0079,Xaliba,Iowshe,0B63:0080:0CB3:0033,Perkawak Boundary,Ladsfi
091B:007F:09F7:0079,Ipyleo Conflux,Pubunk,0762:007E:05E3:0061,Onbaig Cloud,Zuhdoij
091C:007D:0631:0079,Okkolsci Shallows,Aneios,0A06:0083:07A2:0054,Itkendam Anomaly,Olheil-Lies VIII
091C:007E:04E1:0079,Kiangjela Void,In4,05F2:0082:057B:006D,Losztaj,Out4
091C:007E:0E5B:0079,Uphisaw Cluster,Hichig-Oomot,0239:0081:0ABF:0051,Crangu Band,Voveist-Iaue XII
091C:007E:0EC9:0079,Naycrosb Conflux,Runomi XIV,032C:007D:0CD0:0057,Euxois Nebula,Aciusi XVII
091C:007F:0619:0079,Aoisini Expanse,Nasmines,09A0:0080:069D:006D,Etmann Void,Efuktor
091C:0080:06B6:0079,The Arm of Ludmikka,Epeatko,0865:0081:0668:005D,Sea of Ejjarga,Siakirj
091C:0082:06FE:0079,Armull Cluster,Luaste VII,0945:0080:0756:005F,Zunozart,zhgar-Mycer VII
091D:007C:07BF:0079,Aevelly Boundary,Tatungr,071A:007C:089A:0075,Hikhin,Myaido-Towc
091D:007E:06C4:0079,Sea of Smyatialdh,Hiihuahtu,0845:0081:066C:0068,Saavien Cluster,Unzent-Yaanh
091D:007E:0E86:0079,The arm of ihojir,Unnitar-Yabri,0E70:007C:06B1:0009,Reszela Adjunct,Islami XiX
091D:007F:04D4:0079,Eajona Nebula,Iomiyo-Raf,082C:0080:0B4A:004D,Sea of Aslowr,Ayugka
091D:0082:088A:0079,Lilvetie Shallows,Thugar,06E2:007F:0861:0063,Jaquin Sector,Mutsum-Ihew
091D:0082:096D:0079,Covice,Lukevin,069D:007C:0912:006E,Gorthudi Mass,Rajojelu XIX
091E:007B:0E8E:0079,Zawarads Boundary,Moriok-Rufo,0DBF:007F:0B39:004A,Sasyevitch Instability,Riokin
091F:007D:0A7C:0079,Vimbivan Terminus,Ialnosl VI,0925:0081:0596:004F,Seberec Terminus,Amensk-Rukul XV
091F:007E:07A4:0079,Ecerbi Conflux,Hikenniu,07F5:0082:091C:0069,Vequan Conflux,Reshimab
091F:007F:0C75:0079,Tigelgia Sector,Arutosu,038B:0082:0720:0056,Uixilat Spur,Puscar
091F:0082:0731:0079,Mitskijin Fringe,Kambangl IX,0804:0080:0950:006D,Sea of Duyinyame,Enpokrony
0920:007C:07F9:0079,Govasudi Conflux,Unakah-Gasto III,07A1:0081:06FF:0068,Fridge,Gujogober
0920:007D:0710:0079,Eosadi Boundary,Tosnoyer XVIII,06CD:0081:0744:0062,The Arm of Occooke,Ketteri
0920:007E:07B4:0079,Jugupt Cloud,Peptagni,07D5:007F:06E8:0065,Dolopelt Instability,Rekinst XIII
0921:007C:086B:0079,Jerica Nebula,Eovide,08A6:0081:08EF:0076,The Arm of Clapatr,Nonakaya
0921:007E:03AC:0079,Kuxian Band,Zarods III,0C60:007B:088B:002A,Imwohl,Zeleuci
0921:0081:0CAB:0079,The Arm of Jedias,Arregw I,0A30:0082:0C36:0040,The Arm of Desenbi,Huwuton-Sen
0922:007C:083B:0079,Comonawy,Wulaan,07F7:007E:0918:0064,Oryuji Spur,Uchuse
0922:007E:0C34:0079,Nossov Terminus,Lullustu,03CC:0080:0714:003E,Xoramov,Gojose
0922:007F:082C:0079,Yumaiku Mass,Uoyand,073E:007E:08C6:0074,Mobiar,Xigaterr VI
0922:007F:08D2:0079,Uszambhi,Eamiliu,080B:0081:06A9:0073,Tobish Expanse,Joetsuya
0922:0080:0227:0079,Lexhuess Expanse,AGT Isehara-Sebaded FIN148,021E:0080:07A6:0059,Etlakl Instability,AGT Gangomo-Sotu FIN149
0923:007C:0857:0079,Feokti,Orilsk,08C3:0080:08D2:0070,Urmand,Ivelec IV
0923:007F:015A:0079,Efuelark,Henevoye,0227:0081:0B3F:002C,Makieskaud Anomaly,Jungon
0923:0080:0000:0079,Otjonaz Cloud,Urcoign-Glh,0123:007C:03D9:0047,Naquisa Cluster,Abytana-Anmaa
0923:0080:0C8E:0079,Xigudug Anomaly,Elninak-Iwako,0B51:0082:04C1:0040,Eblewor Instability,Yadrins
0923:0081:0934:0079,Uroddic Expanse,Igryan X,0958:007B:08DB:005A,Erjulng Shallows,Amibos
0924:007C:04BF:0079,Seyfern Shallows,Violcha,0523:007C:09CD:0065,Guqvist Cloud,Bedyat
0924:0080:040B:0079,Tiwatkino Mass,Lebarub-Nahus,0B3A:007F:058C:0045,Bayfisk,Tushuo
0924:0081:0595:0079,The Arm of ljkmash,Jiyisha IV,0A5F:0080:0913:0063,Henirtson Conflux,Clayaj
0925:007C:0F17:0079,Uapepp Cluster,Suttungap,0B71:007C:01C3:0061,Zoyany,Lotrinci
0925:007D:0429:0079,Bundinga,Zachae-Ikkol,0BF0:007B:07E8:0063,Zivatica Mass,Udtoynd
0925:0081:020E:0079,Lahyniu Band,Nibordit,0577:007E:0D6B:0072,Totunjiki Spur,Michiya VII
0925:0083:02D1:0079,Uapelan,Imlyanov,0896:0080:02C8:0024,Itranche Expanse,Duhinnd
0926:007D:0A46:0079,Nuzhaola Sector,Owadeper IX,05CF:007D:06CD:004B,Sypehen Nebula,Gakiru
0926:007D:0AC7:0079,Sea of Recular,Masayas,07B6:007F:0510:005C,Othomb Boundary,Pleitask
0926:007E:016C:0079,Dobogi Shallows,Dubered,0E9C:0082:0850:0013,Nidwadbu,Sebrong-Ribent
0926:0081:079A:0079,Sea of Weircean,Doganei,06DD:007D:07C9:0067,Hemutpos,Terlekk XIX
0926:0082:0EA4:0079,Erzfelk Adjunct,Izuisu-Send,053F:007F:01E7:0039,Pryoun Boundary,Raeyjar XVI
0927:0080:0DEA:0079,Axelat Quadrant,Raslean-Fange,04FC:007D:02D9:0074,Zerann Spur,Uodingk
0927:0082:06DA:0079,Kohmutor Conflux,Tadsett XIX,098F:007E:07EF:0059,Juschuan Nebula,Gionega
0928:007C:0AA8:0079,Sea of Uxiann,Lotelek-Nozant,09D0:0080:0A2F:004E,Myarbang Anomaly,Kinidos
0928:007D:058E:0079,Ubisak Spur,Irkebyei,0720:0081:0581:0062,Miriett Anomaly,Nikkol IV
0928:007D:0603:0079,Muduwon Spur,Uginow-Urc Il,09CA:007C:0955:005D,Zadelphe Cloud,Fentlig
0928:0082:0EBE:0079,Sayayp Conflux,Amheim-Kas,0166:0083:0662:0011,Arxvest Band,Asvenu
0929:007C:0A0D:0079,Opulot Terminus,Kegata,0743:0080:0A2C:0060,Fabessi Band,Yatossivu
0929:007C:0AEA:0079,Ikasht Void,Oscowelaw,0B10:007F:07AE:004C,Layiedgae Conflux,Ichiga
0929:007D:01B2:0079,Uebleut Band,Kizawa,0E57:007F:0832:005A,Tuiser Expanse,Zeyanta XI
0929:0082:0A4D:0079,Myeruss Cloud,Krosta,0A70:0080:0761:005A,The Arm of Saburnh,Emblem
092A:007E:0C51:0079,Uujjus Cluster,Senianu-Osb,0829:007D:0396:0061,Awlowa Sector,Wiburydo
092A:0080:04B7:0079,Iqibiliu Sector,Kesovoch XVI,04AD:0081:08D3:0058,Cazykintha Quadrant,Nuberlind VIII
092B:007C:074F:0079,Cosabela Cluster,Uverans-Eroce,07CB:007D:06B8:0064,Foerdh Void,Nocharysoh
092B:007C:09CA:0079,Epkana Spur,Jagbun VIII,06C7:0080:09AE:0067,The Arm of Oryanmi,Hayagri-Res XII
092B:0080:03E2:0079,Iuchro Expanse,Kesenna-Eltsy XVI,0402:0080:095E:004A,Zicnilkb Terminus,Sladsid-Ese
092B:0081:07EE:0079,Icsson,Kahvaldo,08CE:007C:08C2:0064,Uppyuhmo Band,Vujens-Raatl
092B:0082:00FB:0079,Iuheik Expanse,Satota-Kao V,0194:007D:0AEB:0050,Vadols Nebula,Totawa-Keana VII
092C:007D:08E4:0079,Uzantpat Nebula,Barats-Baria II,095D:0083:0857:0076,Muradsh Expanse,Adiyspr-Desno
092C:007D:0C91:0079,Kuhnero Anomaly,Sadenhamst XIX,08B6:007D:0365:0061,Vahnev Expanse,Ouyungdi XVI
092C:0081:0CC6:0079,Daesians,Dehurch XVI,0C8D:0082:09AF:0068,Sosyevi Anomaly,Ahonkoht
092D:007C:0994:0079,Unmiltsac,Duladdu,067C:0082:092B:005C,Waznyalun,Auehilip
092D:007D:0C6E:0079,Yenmattut Conflux,Efinnv-Epa,0625:0082:03DC:0036,Kelhalt,Yachima-Tebor
092D:007E:0546:0079,The Arm of Yuhelkabi,Kokuba II,0882:007F:0522:0049,Meillker Band,Igusuk-Ester VIII
092D:007E:0DBA:0079,Eienst Mass,Luhungz-Bud XIII,0A3E:007F:0D55:0047,Henourk Mass,Adomato
092D:007F:0461:0079,Leibtree,Loftus,0580:007F:0AC7:0078,Ripsili Terminus,Obnyev VIII
092E:007C:0995:0079,Misowi Cluster,Imitsu,099F:0080:0903:005E,Egeawete,Fuktnin-Herba XIV
092E:007D:06E4:0079,Koyank Band,Piyrgon-Qum,098C:007D:07E0:0068,Loptora Shallows,Ersibi
092E:007E:0E71:0079,Tizotzi Fringe,Gadovur-Ipati XI System,08A0:0081:0E77:001D,Zonamta Sector,Ugsvur System
092E:0082:0810:0079,Dwyinne,Erinst,08AA:007E:0718:0063,Rureine,Adpisey-Thon
092E:0083:0291:0079,Gundii Anomaly,Zuxion-Tori 79,0852:007B:0D7C:0048,Pahelli Adjunct,Syosst-Ran
092F:007B:054B:0079,Sphitr Void,Kryimsky,0600:0081:05E7:0058,Numain Adjunct,Uhashi
092F:007F:01A6:0079,Ekeelsons Boundary,Ignagch-Mylai,0A56:0080:020A:0039,Ridreipn,Rolsehan
0930:007C:05E1:0079,Osgaayahu Fringe,Elatov,09F2:0082:0958:004F,Taluma,Ruheder
0930:007E:0000:0079,Rocmils Band,Naldin-Kisp,01C1:007F:0D09:0066,Bazhaol,Narondor I
0930:007E:0D68:0079,Welowar Anomaly,Rajunarf XIV,0340:007D:0AC1:0006,Omengua,Lenyano VII
0930:0080:0753:0079,Siblivira Sector,Uchiia,0757:007E:091F:0078,Facecis Adjunct,Yavetru
0932:007F:00E1:0079,Bixbako,Rypoly,0249:007D:0C51:002F,Eekmast Mass,Agesti
0932:007F:0829:0079,Naseyujin Boundary,Abdunx-Thl XVIII,0876:007E:090B:0064,Tucasat Expanse,Gangxund IX
0932:0080:0E82:0079,Skvasu Band,Ungsan-Olof XV,0C43:007C:0CFC:0045,Qioniomo Adjunct,Dakaya-Anyu
0933:007E:09B0:0079,Mosemeow,Mopurus-Ivn XII,09F3:007F:087A:0064,Linarki Anomaly,Wubiggi
